Subject,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q2,Q3,Q3_Fixed,Q4,Q4_Fixed,Q5,Q5_means (reading disorder question),Q6,Q6_means (working as a developer question),Q7,Q7_means (undergraduate student question),Q8,Q8_means (graduate student question),Q9_1,Q9_1_means (knowledge about English),Q9_2,Q9_1_means (knowledge about Java programming),Q10_1,Q10_means (number of years you have been programming in:-Any language),Q10_2,Q10_means (number of years you have been programming in:-Java),Q11,Q11_means (working as a professional programmer),Q12,Q13_1,Q13_2,Q13_3,P1_Filter_Valid,P1_Solution,P1_Rule,P1_Correct,P1_Filtered,Q13_4,Q14,Q15_1,Q15_2,Q15_3,P1_Filter_Valid_AT,Q15_4,Q16,P1_readability,Q17,P1_correctness,Q18,P1_confidence_level,Q19,Q19_means (Is the method you just saw logically correct),Q20,Q21_1,Q21_2,Q21_3,P2_Filter_Valid,P2_Solution,Q21_4,Q22,Q23_1,Q23_2,Q23_3,P2_Filter_Valid_AT,Q23_4,Q24,P2_readability,Q25,P2_correctness,Q26,P2_confidence_level,Q27,Q27_means (Is the method you just saw logically correct),Q28,Q29_1,Q29_2,Q29_3,P3_Filter_Valid,P3_Solution,Q29_4,Q30,Q31_1,Q31_2,Q31_3,P3_Filter_Valid_AT,Q31_4,Q32,P3_readability,Q33,P3_correctness,Q34,P3_confidence_level,Q35,Q35_means (Is the method you just saw logically correct),Q36,Q37_1,Q37_2,Q37_3,P4_Filter_Valid,P4_Solution,Q37_4,Q38,Q39_1,Q39_2,Q39_3,P4_Filter_Valid_AT,Q39_4,Q40,P4_readability,Q41,P4_correctness,Q42,P4_confidence_level,Q43,Q43_means (Is the method you just saw logically correct),Q44,Q45_1,Q45_2,Q45_3,P1_Filter_Valid_R2,P1_Solution_R2,Q45_4,Q46,Q47_1,Q47_2,Q47_3,P1_Filter_Valid_AT_R2,Q47_4,Q48,P1_readability_R2,Q49,P1_correctness_R2,Q50,P1_confidence_level_R2,Q51,Q51_means (Is the method you just saw logically correct),Q52,Q53_1,Q53_2,Q53_3,P2_Filter_Valid_R2,P2_Solution_R2,Q53_4,Q54,Q55_1,Q55_2,Q55_3,P2_Filter_Valid_AT_R2,Q55_4,Q56,P2_readability_R2,Q57,P2_correctness_R2,Q58,P2_confidence_level_R2,Q59,Q59_means (Is the method you just saw logically correct),Q60,Q61_1,Q61_2,Q61_3,P3_Filter_Valid_R2,P3_Solution_R2,Q61_4,Q62,Q63_1,Q63_2,Q63_3,P3_Filter_Valid_AT_R2,Q63_4,Q64,P3_readability_R2,Q65,P3_correctness_R2,Q66,P3_confidence_level_R2,Q67,Q67_means (Is the method you just saw logically correct),Q68,Q69_1,Q69_2,Q69_3,P4_Filter_Valid_R2,P4_Solution_R2,Q69_4,Q70,Q71_1,Q71_2,Q71_3,P4_Filter_Valid_AT_R2,Q71_4,Q72,P4_readability_R2,Q73,P4_correctness_R2,Q74,P4_confidence_level_R2,Q75,Q75_means (Is the method you just saw logically correct),Q76,Q77,Q78,Problem_Rank_R1,Q79_4,Q79_5,Q80,Q81,Problem_Rank_R2,Q82_3,Q82_4,Q83,Q84,Q85,Q86,Q87,Q88,Q89,LocationLatitude,LocationLongitude,LocationAccuracy
15,R_2BbWOENN6JVLxPL,Default Response Set,Anonymous,,,75.179.21.67,0,42785.79086,42785.82207,1,1,B241,English,English,USA,USA,2,No,2,No,1,Yes,2,No,5,Very good,2,Poor,3,Between 3 and 5 years,1,Less than 1 year,5,Not applicable,1,0,0,77448,1,S3,1,0,1,0,1,1.94,36693,38316,1,6,5,Very easy to read,2,Correct,18,Very confident,2,No,The method fails when the inputs are tied for largest.,0,0,244717,-1,S2,0,1,1974,125.88,132663,-1,12,1,Very difficult to read,1,Incorrect,17,Not at all confident,2,No,"Again, the formatting is so poor that I cannot tell if it is logically correct or not. The statements should return immediately upon finding the grade instead of assigning to a variable and continuing through this gauntlet of if statements.",0,0,84132,1,S1,0,1,1862,12065,13596,1,5,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,82454,1,S4,0,1,2028,57974,60545,1,6,1,Very difficult to read,4,Incorrect,17,Not at all confident,2,No,"It may be logically correct, but the method is so difficult to read that I don't know if it works. There are much easier solutions to this problem.",0,0,96522,1,S2,0,1,5741,95318,97142,1,12,5,Very easy to read,2,Incorrect,18,Very confident,2,No,The method does not terminate.,0,0,454719,-1,S4,0,1,4544,31707,33240,1,5,4,Easy to read,3,Correct,18,Very confident,1,Yes,,0,0,91896,1,S1,0,1,2122,67913,72856,1,5,5,Very easy to read,4,Correct,16,Not very confident,1,Yes,,0,0,269747,-1,S3,0,1,2851,65126,65885,1,8,4,Easy to read,4,Correct,14,Somewhat confident,2,No,It should increment the index in every case.,1,1,P3,1,2,Assigning value to a temporary variable to return it is harder to follow than simply returning the value. In this case assigning to a temporary also lead to the creation of a complex nested if-else block instead of a simple series of if statements.,1,P3,1,2,"In this case the do-while loop makes things more complicated. The while(counter < limit) loop of #1 will take care of the case of when limit == 0, which gives it an advantage over the do-while loop version in #2.",1,5,I am not very familiar with Java so that made things a little more difficult. / I am also not familiar with the continue keyword. There was one function that it had an impact on but I didn't want to look it up and spoil the survey.,Concise and condensed code helps greatly with readability and comprehension. / It helps to eliminate unimportant variables and reduce clutter whenever possible.,I try to walk through a base case and the next step after it to see if it should work for all cases.,I found the rule against seeing the code alongside the questions annoying. But that was the point of the exercise.,4.11466E+13,-8.15645E+13,-1
15,R_1WWZhU9TFXgXx9n,Default Response Set,Anonymous,,,150.134.245.2,0,42790.37999,42790.39624,1,1,B401,English,English,United States,USA,2,No,1,Yes,1,Yes,2,No,5,Very good,3,Satisfactory,4,More than 5 years,2,Between 1 and 3 years,8,Between 3 and 5 years,1,8152,12622,47522,1,S3,1,0,1,3,1,2174,65489,73378,1,8,3,Neutral,2,Correct,18,Very confident,2,No,"None of the if blocks will be true and so the result will be 0, but the real answer should be the highest integer.",0,0,54908,1,S2,0,1,4745,20748,21870,1,4,2,Difficult to read,2,Correct,18,Very confident,1,Yes,,3994,4.38,92540,1,S1,2,1,5693,15626,16479,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,47149,1,S4,0,1,30227,165.09,172403,1,4,2,Difficult to read,4,Incorrect,14,Somewhat confident,1,Yes,,0,0,66098,1,S2,0,1,4638,22387,23474,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,77792,1,S4,0,1,1944,36974,37956,1,4,3,Neutral,3,Correct,18,Very confident,1,Yes,,0,0,37538,1,S1,0,1,3771,48429,49696,1,4,3,Neutral,4,Correct,18,Very confident,1,Yes,,0,0,54923,1,S3,0,1,5611,41225,86598,1,5,4,Easy to read,4,Correct,18,Very confident,2,No,It never increments index and will get stuck in an infinite loop if any character is not the character being counted.,1,1,P3,1,2,No nested if blocks on the second one so easier to understand.,1,P3,1,2,Less complex logic in the first one.,1,2,Remembering specifics of the code when answering the questions.,I think avoiding nested blocks and making the code as simple as possible while still providing the correct result is the most important.,Syntax highlighting.,,4.11039E+13,-8.06436E+13,-1
16,R_2f1fBvm2IQGCygN,Default Response Set,Anonymous,,,168.176.239.36,0,42640.72306,42640.75303,1,1,B1,Spanish,Spanish,Colombia,Colombia,2,No,1,Yes,1,Yes,1,Yes,5,Very good,5,Very good,3,Between 3 and 5 years,3,Between 3 and 5 years,8,Between 3 and 5 years,1,0,0,52374,1,S3,1,0,1,0,1,3011,29.93,50982,1,11,3,Neutral,2,Correct,18,Very confident,2,No,When all the three inputs are equals the method always return 0.,90091,90091,90927,1,S2,1,1,5995,12804,13936,1,7,4,Easy to read,2,Correct,18,Very confident,1,Yes,,185017,185017,291909,-1,S4,1,1,4858,113969,116575,-1,5,2,Difficult to read,1,Correct,18,Very confident,2,No,"When bmi is equal to 18.5 the last if is false, so the output to this input is ""Overweight"", further: making logical comparison between double is not well defined.",0,0,70024,1,S1,0,1,1081,14216,16166,1,8,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,154028,1,S2,0,1,2507,35266,38000,1,5,2,Difficult to read,2,Incorrect,14,Somewhat confident,2,No,,0,0,142465,1,S4,0,1,25032,79632,80485,1,4,3,Neutral,3,Correct,14,Somewhat confident,1,Yes,,0,0,114931,1,S3,0,1,2802,18.57,19318,0,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,138192,1,S1,0,1,15724,80331,81386,1,4,3,Neutral,3,Correct,14,Somewhat confident,1,Yes,,1,1,P4,1,2,"The purpose of the first one is more clear than the last one, the second is more error-prone.",1,P4,1,2,Inside the while loop of the first one the case when the phrase variable is empty is more evident for me.,1,2,,The more simple the code the more understandable is for me.,"Usually I use the tools that my IDE has, like color-syntax highligth. If the source code includes comments generally I read it. Most frequently I understand the code when I execute it and play with the inputs and watch what happens with the flow of the program.","I feel that the intention of this survey was to make questions about my abilities to detect bugs and corner cases of the code more that to make questions about software comprehension of the code, i.e: I don't think that 'learning' code with the purpose of answer questions can be a good indicator of the level that the software developer has of his/her software readibility.",4.6492E+13,-7.40628E+13,-1
16,R_1rcVB6Vt9nlfF6R,Default Response Set,Anonymous,,,168.176.239.36,0,42668.55551,42668.59535,1,1,B43,Español,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,3,Satisfactory,3,Between 3 and 5 years,2,Between 1 and 3 years,5,Not applicable,1,0,0,76769,1,S3,1,0,1,0,1,7907,127.69,129303,1,7,5,Very easy to read,2,Correct,18,Very confident,1,Yes,,0,0,170371,1,S2,0,1,6668,38588,39567,1,4,3,Neutral,2,Correct,14,Somewhat confident,1,Yes,,0,0,213549,-1,S4,0,1,9075,229978,242726,-1,11,3,Neutral,1,Correct,14,Somewhat confident,2,No,"El condicional donde se debe verificar si el bmi esta en el intervalo [18.5, 25), no fue colocado correctamente ya que no esta incluyendo el 18.5, por tanto esta comprobando si el bmi esta en el intervalo (18.5, 25)",0,0,100217,-1,S1,0,1,11611,32171,33383,1,6,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,197579,1,S2,0,1,22706,56258,57247,1,4,4,Easy to read,4,Correct,14,Somewhat confident,1,Yes,,0,0,332536,1,S4,0,1,2352,58655,59491,1,4,4,Easy to read,3,Correct,14,Somewhat confident,1,Yes,,0,0,225158,-1,S3,0,1,19719,95294,97410,1,4,4,Easy to read,4,Correct,14,Somewhat confident,1,Yes,,0,0,152585,1,S1,0,1,1841,52785,61733,1,4,3,Neutral,3,Correct,15,Neutral,1,Yes,,1,1,P4,1,2,"El primer codigo esta realizando los tres condicionales necesarios para hallar la respuesta, mas que el segundo código está comprobando mas casos de los necesarios, ya que está realizando ifs anidados cuando el hecho de que un numero sea positivo es independiente de los otros dos.",1,P4,1,2,El condicional que verifica si la cadena es vacia en el segundo codigo no es necesario ya que en el ciclo se mira esta condicion en donde en caso cumplirse simplemente no entra al while (index<max  ->  0<0) y retorna la variable counter (0),1,5,,"La tabulacion bien realizada en un codigo hace que sea mas facil de leer, asi como comprobar si el algoritmo se puede hacer con un codigo mas sencillo sin que afecte otros aspectos(tiempo,memoria) de manera considerable",Leer el codigo linea por linea comprobando que este bien la sintaxis y la tarea que realiza cada sentencia,,4.6492E+13,-7.40628E+13,-1
16,R_3porlZrwfLPHDjQ,Default Response Set,Anonymous,,,168.176.239.36,0,42683.55072,42683.58245,1,1,B93,Spanish,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,4,Good,3,Satisfactory,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,0,0,111624,-1,S3,1,0,1,0,1,1427,24411,26137,1,4,5,Very easy to read,2,Correct,18,Very confident,2,No,,0,0,164570,1,S2,0,1,2222,23926,26148,1,5,1,Very difficult to read,2,Correct,14,Somewhat confident,1,Yes,,114809,114809,115397,1,S4,1,1,2642,23059,84752,1,9,3,Neutral,1,Correct,18,Very confident,2,No,"Because of the intervals, they are not matched exactly as the table requires but it happens when the input is 18.5.",0,0,53316,1,S1,0,1,1479,16327,17157,1,4,5,Very easy to read,4,Correct,14,Somewhat confident,1,Yes,,0,0,132296,1,S2,0,1,8831,115695,119020,-1,5,4,Easy to read,1,Incorrect,18,Very confident,1,Yes,,0,0,170129,1,S4,0,1,4171,131785,132157,1,8,5,Very easy to read,3,Correct,18,Very confident,2,No,,0,0,26000,1,S3,0,1,3.55,24165,51892,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,55059,55059,55407,1,S1,1,1,1568,57415,58237,1,4,5,Very easy to read,1,Incorrect,15,Neutral,1,Yes,,1,1,P4,1,2,"At first sight i can't tell if the first snippet of code works properly, this code is less maintainable and more counterintuitive, in contrast, the snippet with the rank 1 on it is very clear.",1,P4,1,2,"It is more accurate to count with a while because it ensures easily to solve the problem is asked, this does not affect the output of the method.",1,4,"I wasn't able to tell if i was doing correctly in all the questions related to the logically correctness of the programs, i did not wanted to count al the brackets around the methods for ensure that the method works, either the tiny errors of some exact implementations.","The name of all the variables have to be self-explanatory, all the control structures that have to nested must be minimized and if they must exists, they must have a correct tabulation, also, when it's possible, the comments helps a lot, i didn't work in a big project but from what i learnt from software engineering is this particulary thing, this is mentioned in the Beggining Software book.","When i write i code i like to be directly as i can with the objective of some method of chunk of it, i prefer to write in some IDE that have worked in the full experience of working in some specific programming language, this is more important when we are using language with markups and all the tags have to be nested and this affect to the image of the final software.","In some cases the ""unreadibility"" of the code was pretty obvious, but this doesn't take out advantages of standarize code to be fully understood.",4.6492E+13,-7.40628E+13,-1
16,R_3O5yvTIExq7LFE5,Default Response Set,Anonymous,,,186.154.39.149,0,42701.34416,42701.36321,1,1,1022399818,spanish,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,4,Good,4,Good,3,Between 3 and 5 years,3,Between 3 and 5 years,5,Not applicable,1,0,0,38318,1,S3,1,0,1,0,1,10.19,71521,72507,1,4,4,Easy to read,2,Correct,18,Very confident,1,Yes,,0,0,63580,1,S2,0,1,2455,39999,41426,1,7,3,Neutral,2,Correct,14,Somewhat confident,1,Yes,,0,0,78648,1,S4,0,1,2935,14.01,18565,1,5,3,Neutral,4,Incorrect,14,Somewhat confident,1,Yes,,0,0,35281,1,S1,0,1,2697,30785,31482,1,4,4,Easy to read,4,Correct,18,Very confident,1,Yes,,0,0,115742,1,S2,0,1,2046,60595,63638,1,4,3,Neutral,4,Correct,15,Neutral,1,Yes,,0,0,111691,1,S4,0,1,1712,38351,40496,1,5,2,Difficult to read,3,Correct,15,Neutral,2,No,,0,0,51639,1,S3,0,1,2161,31282,104440,1,7,3,Neutral,3,Incorrect,14,Somewhat confident,2,No,"The while loop is useless in this case, the right way is use the For loop and read all the array",0,0,72277,1,S1,0,1,4486,139474,172030,1,11,4,Easy to read,4,Incorrect,14,Somewhat confident,2,No,bad use of the while loop and incremental variable,1,1,P4,1,2,So many nested if and so confusing to read,1,P4,2,1,,1,2,"The return statements, and the nested if","variable's name, short and the unique return statement",Desk test,,4.6492E+13,-7.40628E+13,-1
16,R_6zZt7DIR7mVwGjP,Default Response Set,Anonymous,,,189.7.21.132,0,42715.31564,42715.32208,0,1,Pedro,Spanish,Spanish,Brasil,Brazil,2,No,2,No,2,No,1,Yes,4,Good,4,Good,2,Between 1 and 3 years,1,Less than 1 year,7,Between 1 and 3 years,1,0,0,8517,0,S3,1,0,1,0,1,3781,10854,12062,1,4,3,Neutral,3,Incorrect,15,Neutral,1,Yes,,0,0,45793,1,S2,0,1,5.44,14933,16239,1,5,3,Neutral,3,Incorrect,14,Somewhat confident,1,Yes,,2975,2975,3330,0,S4,1,1,0.878,4859,6188,0,4,2,Difficult to read,3,Incorrect,15,Neutral,1,Yes,,0,0,2606,0,S1,0,1,3147,27081,27920,1,5,4,Easy to read,3,Incorrect,17,Not at all confident,1,Yes,,0,0,34145,1,S2,0,1,18101,23233,24241,1,7,4,Easy to read,4,Correct,17,Not at all confident,1,Yes,,0,0,5316,0,S4,0,1,0.667,3637,4909,0,4,2,Difficult to read,3,Correct,17,Not at all confident,1,Yes,,0,0,5924,0,S3,0,1,5354,8816,9761,0,5,2,Difficult to read,3,Incorrect,15,Neutral,1,Yes,,0,0,2782,0,S1,0,1,8938,13069,14025,0,4,5,Very easy to read,3,Correct,15,Neutral,1,Yes,,1,,P4,,,,,P4,,,,,,,,,,,,-1
16,R_pi6OkejOxk93nIl,Default Response Set,Anonymous,,,181.51.144.219,0,42733.49343,42733.51738,1,1,B187,Spanish,Spanish,Colombia,Colombia,2,No,2,No,2,No,1,Yes,4,Good,4,Good,4,More than 5 years,4,More than 5 years,8,Between 3 and 5 years,1,0,0,43132,1,S3,1,0,1,0,1,2655,102852,107081,1,11,5,Very easy to read,1,Incorrect,18,Very confident,2,No,No se evalúa cuando los números son iguales.,18242,63071,70299,1,S2,2,1,4386,33829,39049,1,5,5,Very easy to read,2,Correct,18,Very confident,1,Yes,,0,0,48242,1,S4,0,1,3877,28.49,30674,1,5,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,0,0,25943,1,S1,0,1,3901,40774,42110,1,5,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,77916,1,S2,0,1,7251,91164,92716,1,10,5,Very easy to read,2,Incorrect,14,Somewhat confident,1,Yes,,0,0,139844,1,S4,0,1,9522,50915,52343,1,6,4,Easy to read,3,Correct,18,Very confident,1,Yes,,0,0,56248,1,S3,0,1,7722,148212,151907,1,11,5,Very easy to read,4,Correct,15,Neutral,2,No,No se esta aumentado el contador cuando no se cumple con la condición.,55959,55959,57523,1,S1,1,1,2548,141589,143098,1,8,5,Very easy to read,3,Correct,14,Somewhat confident,1,Yes,,1,1,P4,1,2,Es muy confuso leer con ifs anidados el segundo fragmento de código es mas fácil de comprender.,1,P4,2,1,Es más fácil de comprender ciclos while.,1,2,"A veces se analiza el código muy rápido y no se fija en pequeños detalles que son claves para responder la pregunta, pero el ejercicio nos ayuda a acudir a nuestra memoria y entendimiento del código para responder dichas preguntas.","No usar if anidados, la identación, el uso de sentencias break y continue el return temprano, el uso de expresiones cortas en lineas de codigo..","Me gusta ver la identación del código, asociar los identificadores a un concepto y utilizar casos de prueba para comprobar si el código esta bien escrito y encontrar fallos, también reviso que la lógica sea correcta y el flujo del programa sea el adecuado evitado loops infinitos y condiciones sin evaluar.",Parece código sencillo a simple vista pero analizándolo en profundidad nos pone a dudar y nos tienta a regresar a revisar. Es un buen ejercicio para conocer si se entendió el código.,4.5981E+13,-7.40758E+13,-1
16,R_SHjDMUaqRjpIoAF,Default Response Set,Anonymous,,,1.86144E+11,0,42746.37443,42746.40225,1,1,1026268613,Español,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,4,Good,3,Between 3 and 5 years,2,Between 1 and 3 years,6,Less than a year,1,0,0,50059,1,S3,1,0,1,0,1,1725,53189,60989,1,5,5,Very easy to read,2,Correct,14,Somewhat confident,1,Yes,,0,0,116221,1,S2,0,1,4518,55118,55454,1,7,4,Easy to read,2,Correct,18,Very confident,1,Yes,,0,0,85568,1,S4,0,1,6619,34091,34936,1,4,5,Very easy to read,4,Incorrect,14,Somewhat confident,1,Yes,,0,0,41443,1,S1,0,1,11906,56266,58105,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,172420,1,S2,0,1,9388,45467,47843,1,6,4,Easy to read,2,Incorrect,14,Somewhat confident,1,Yes,,0,0,253130,1,S4,0,1,3318,69198,170452,1,9,4,Easy to read,3,Correct,14,Somewhat confident,2,No,"El código acepta más de 4 dígitos en una contraseña, esto pueda que funcione como un mejor password aunque si es de mayor longitud no acepta que ninguno de los caracteres se reutilice haciendo más complicado que acepte contraseñas más largas.",0,0,87471,1,S3,0,1,1859,77723,78687,1,10,4,Easy to read,3,Incorrect,18,Very confident,1,Yes,,0,0,105018,1,S1,0,1,2509,43.35,45396,1,5,5,Very easy to read,3,Correct,14,Somewhat confident,1,Yes,,1,1,P4,1,2,Es más corto y tiene menos anidaciones por comparaciones.,1,P4,2,1,Es más claro que sucede en caso de que el String phrase este vacio.  Aunque realmente la diferencia no es mucha.,3,3,"Tiendo a leer los códigos encontrando la lógica de lo que hacen, pero cuando preguntaban cosas especificas como ""el código falla cuando..."" me hacian dudar porque no me detallaba las comparaciones en la medida estricta.","Simplicidad y minimalista, entre más sencillo sean las sentencias mucho mejor, el uso de métodos simplistas también.","Hacer una prueba de escritorio paso a paso en mi cabeza, si el código ya es demasiado denso usar una hoja y un lápiz para llevar las variables o partirlo en pedazos que después conecto para revisar la totalidad del codigo",,4.6492E+13,-7.40628E+13,-1
16,R_10vmn8WniNasa9Y,Default Response Set,Anonymous,,,168.176.55.16,0,42774.54297,42774.55854,1,1, B355,Español,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,2,Poor,3,Satisfactory,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,0,0,30423,1,S3,1,0,1,0,1,4976,71583,72499,1,7,4,Easy to read,4,Incorrect,15,Neutral,1,Yes,,19125,19125,49668,1,S2,1,1,4619,25322,26286,1,4,4,Easy to read,2,Correct,14,Somewhat confident,1,Yes,,23184,23184,57839,1,S4,1,1,3118,83317,85147,1,7,3,Neutral,1,Correct,15,Neutral,1,Yes,,3886,3886,29112,1,S1,1,1,1747,29252,30224,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,92601,1,S2,0,1,0.76,33095,33394,1,6,3,Neutral,4,Correct,16,Not very confident,1,Yes,,0,0,80173,1,S4,0,1,1384,40544,41900,1,4,3,Neutral,3,Correct,15,Neutral,1,Yes,,0,0,53339,1,S3,0,1,2.53,28931,59253,1,5,4,Easy to read,3,Incorrect,16,Not very confident,2,No,Puede quedarse en loop infinito,1707,1707,44814,1,S1,1,1,2057,30689,31789,1,4,3,Neutral,3,Correct,15,Neutral,1,Yes,,1,1,P4,1,2,"El primero es simple, el segundo tiene demasiados if",1,P4,1,2,"El segundo es mas simple, porque no usa do-while",1,1,Olvidar el codigo,"Que sea simple, nombre de las variables, identación.",.,.,4.6492E+13,-7.40628E+13,-1
16,R_3dQc7nAOW60nfM4,Default Response Set,Anonymous,,,173.89.160.236,0,42786.78421,42786.80153,1,1,B376,English,English,United States,USA,2,No,2,No,1,Yes,2,No,5,Very good,2,Poor,3,Between 3 and 5 years,1,Less than 1 year,6,Less than a year,1,0,0,28329,1,S3,1,0,1,0,1,1428,28733,30034,1,5,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,0,0,66424,1,S2,0,1,3731,86158,88563,-1,8,4,Easy to read,1,Incorrect,14,Somewhat confident,2,No,Since it can run with the highest scores and return the wrong grade.,0,0,45022,1,S4,0,1,2839,23.5,25180,1,4,4,Easy to read,4,Incorrect,14,Somewhat confident,1,Yes,,0,0,17162,1,S1,0,1,2629,20763,22876,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,57157,1,S2,0,1,3085,198553,199766,-1,7,3,Neutral,2,Incorrect,14,Somewhat confident,1,Yes,,0,0,67999,1,S4,0,1,3418,227594,229357,1,4,3,Neutral,3,Correct,14,Somewhat confident,1,Yes,,0,0,25774,1,S3,0,1,61184,82501,83924,1,8,4,Easy to read,3,Incorrect,18,Very confident,2,No,Since it never ends if it encounters a 0,0,0,120634,1,S1,0,1,3569,47882,49507,1,6,3,Neutral,3,Correct,16,Not very confident,1,Yes,,1,1,P4,1,2,much more readable code,1,P4,1,2,1 is shorter and does the job in fewer lines of code,1,4,paying attention to small nuanced differences like <= vs <. ,"clearly named variables, fewer lines of code, fewer unnecessary statements, etc.","pen-on-paper code tracing or when debugging, I use couts to print the lines of code where Im getting errors or where logical errors may be present.",,4.10651E+13,-8.15223E+13,-1
16,R_d0vUjwyXQgEM47f,Default Response Set,Anonymous,,,74.141.21.143,0,42787.8197,42787.83894,1,1,B368,English,English,United States,USA,2,No,2,No,1,Yes,2,No,5,Very good,1,Very poor,3,Between 3 and 5 years,1,Less than 1 year,5,Not applicable,1,0,0,48558,1,S3,1,0,1,0,1,1593,24502,25195,1,6,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,0,0,63873,1,S2,0,1,1786,14573,15829,1,4,5,Very easy to read,2,Correct,18,Very confident,1,Yes,,0,0,56922,1,S4,0,1,2559,11903,30285,1,5,5,Very easy to read,1,Correct,18,Very confident,2,No,Used a > when it should have used a >=,0,0,31083,1,S1,0,1,1236,14.23,14992,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,65637,1,S2,0,1,4.59,38732,42915,1,6,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,115738,1,S4,0,1,2564,31.12,84229,1,6,1,Very difficult to read,3,Correct,15,Neutral,2,No,"I can't remember but I don't think it ever compared newpass to oldpass, which was a requirement. Maybe it did lol",0,0,48464,1,S3,0,1,2061,29.38,45696,1,6,5,Very easy to read,3,Incorrect,18,Very confident,2,No,the index is only incremented if the current number is positive,112628,112628,113764,1,S1,1,1,6568,59017,60385,1,5,2,Difficult to read,3,Correct,14,Somewhat confident,1,Yes,,1,1,P4,1,2,"The second one is the worst thing I've ever seen. Just glancing at it, all you can see are ""else"" statements, so it is hard to quickly interpret.",1,P4,1,2,I find while loops conceptually simpler than do while loops (if only slightly). I also like that the declarations are all in one spot.,3,5,"A lot of the questions seemed to be specific runtime errors that were not what I was expecting. I have also never used Java before, but I don't think it was a huge issue.","I think the allman/bsd style of indentation helps greatly with reading C-family languages. I like that braces are on their own line to clearly indicate where the next level of nesting begins. Other than that, clear comments and properly separated files are what I look for.","I tend to use emacs or a regular expression-based editor for reading code. Regular expression search and incremental search are very important in that regard. If I really have trouble understanding an algorithm, I will sometimes step through it in GDB.","I disliked the style of nesting where, in an else-if statement, the ""else"" and ""if"" were on seperate lines. This was somewhat confusing, because it seemed as though the nest had ended when it had not.",4.10752E+11,-8.14581E+13,-1
