Problem,ProblemCorrectness,ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,ParticipantID,Language,Country,ReadingDisorder,CurrentDev,CurrentUGrad,CurrentGrad,EnglishSkill,JavaSkill,ProgrammingSkill,YearsJava,YearsProgramming,ReadTime,AnswerTime,Readability,MCQCorrectness,ConfidenceLevel,LogicalCorrectness,LogicalCorrectnessExplanation
r2p2s1,1,R_u1SMhJqGNoTIymB,Default Response Set,Anonymous,nan,nan,75.38.200.235,0,42784.825410000005,42784.840939999995,1,B280,English,USA,2,2,1,2,4,1,2,1,5,55654.0,39141.0,Difficult to read,Incorrect,Not very confident,1,nan
r1p3s3,0,R_u1SMhJqGNoTIymB,Default Response Set,Anonymous,nan,nan,75.38.200.235,0,42784.825410000005,42784.840939999995,1,B280,English,USA,2,2,1,2,4,1,2,1,5,71201.0,45064.0,Neutral,Incorrect,Somewhat confident,0,nan
r2p3s2,1,R_u1SMhJqGNoTIymB,Default Response Set,Anonymous,nan,nan,75.38.200.235,0,42784.825410000005,42784.840939999995,1,B280,English,USA,2,2,1,2,4,1,2,1,5,38220.0,35688.0,Neutral,Incorrect,Neutral,1,nan
r1p4s4,0,R_u1SMhJqGNoTIymB,Default Response Set,Anonymous,nan,nan,75.38.200.235,0,42784.825410000005,42784.840939999995,1,B280,English,USA,2,2,1,2,4,1,2,1,5,179089.0,16098.0,Neutral,Incorrect,Neutral,0,nan
r2p4s3,0,R_u1SMhJqGNoTIymB,Default Response Set,Anonymous,nan,nan,75.38.200.235,0,42784.825410000005,42784.840939999995,1,B280,English,USA,2,2,1,2,4,1,2,1,5,76442.0,13913.0,Neutral,Incorrect,Not very confident,0,nan
r1p1s2,1,R_2cqQy9EZWjh5zKQ,Default Response Set,Anonymous,nan,nan,24.3.167.134,0,42787.80104,42787.82896,1,B415,English,USA,2,1,2,2,5,3,3,1,6,57144.0,25647.0,Difficult to read,Correct,Somewhat confident,1,nan
r2p1s4,0,R_2cqQy9EZWjh5zKQ,Default Response Set,Anonymous,nan,nan,24.3.167.134,0,42787.80104,42787.82896,1,B415,English,USA,2,1,2,2,5,3,3,1,6,116184.0,52360.0,Difficult to read,Incorrect,Neutral,0,nan
r1p2s1,1,R_2cqQy9EZWjh5zKQ,Default Response Set,Anonymous,nan,nan,24.3.167.134,0,42787.80104,42787.82896,1,B415,English,USA,2,1,2,2,5,3,3,1,6,59213.0,19269.0,Very easy to read,Correct,Very confident,1,nan
r2p2s1,1,R_2cqQy9EZWjh5zKQ,Default Response Set,Anonymous,nan,nan,24.3.167.134,0,42787.80104,42787.82896,1,B415,English,USA,2,1,2,2,5,3,3,1,6,134241.0,58397.0,Very difficult to read,Correct,Not very confident,0,The password will only be accepted if it is exactly 4 characters
r1p3s3,0,R_2cqQy9EZWjh5zKQ,Default Response Set,Anonymous,nan,nan,24.3.167.134,0,42787.80104,42787.82896,1,B415,English,USA,2,1,2,2,5,3,3,1,6,120139.0,72443.0,Difficult to read,Correct,Very confident,1,The method will cascade to the bottom value because 18.5 is not accounted for with any of the operators i.e. there is no x >= 18.5
r2p3s2,1,R_2cqQy9EZWjh5zKQ,Default Response Set,Anonymous,nan,nan,24.3.167.134,0,42787.80104,42787.82896,1,B415,English,USA,2,1,2,2,5,3,3,1,6,50742.0,22720.0,Easy to read,Correct,Somewhat confident,1,nan
r1p4s4,0,R_2cqQy9EZWjh5zKQ,Default Response Set,Anonymous,nan,nan,24.3.167.134,0,42787.80104,42787.82896,1,B415,English,USA,2,1,2,2,5,3,3,1,6,106795.0,184867.0,Very difficult to read,Incorrect,Not at all confident,1,I'm not 100% sure if it is correct or not. I'm pretty sure one of the returns returned 1 when 2 of the values were greater than 0. But it was really hard to read which sections related back to which conditionals without highlighted curly braces. Either way one of the most unreadable blocks of code I've ever seen... for now.
r2p4s3,0,R_2cqQy9EZWjh5zKQ,Default Response Set,Anonymous,nan,nan,24.3.167.134,0,42787.80104,42787.82896,1,B415,English,USA,2,1,2,2,5,3,3,1,6,59916.0,48746.0,Easy to read,Correct,Somewhat confident,1,the character index only gets incremented when the current character is equal to the character being searched for
r1p1s2,1,R_2PnfZERCOWapK2E,Default Response Set,Anonymous,nan,nan,130.101.20.212,0,42789.45081,42789.472030000004,1,B278,English,USA,2,2,1,2,5,3,2,2,5,87275.0,50986.0,Very easy to read,Incorrect,Very confident,1,nan
r2p1s4,0,R_2PnfZERCOWapK2E,Default Response Set,Anonymous,nan,nan,130.101.20.212,0,42789.45081,42789.472030000004,1,B278,English,USA,2,2,1,2,5,3,2,2,5,271858.0,19346.0,Very difficult to read,Incorrect,Not very confident,0,nan
r1p2s1,1,R_2PnfZERCOWapK2E,Default Response Set,Anonymous,nan,nan,130.101.20.212,0,42789.45081,42789.472030000004,1,B278,English,USA,2,2,1,2,5,3,2,2,5,60966.0,33110.0,Very easy to read,Incorrect,Very confident,1,nan
r2p2s1,1,R_2PnfZERCOWapK2E,Default Response Set,Anonymous,nan,nan,130.101.20.212,0,42789.45081,42789.472030000004,1,B278,English,USA,2,2,1,2,5,3,2,2,5,63935.0,33641.0,Difficult to read,Incorrect,Somewhat confident,1,nan
r1p3s3,0,R_2PnfZERCOWapK2E,Default Response Set,Anonymous,nan,nan,130.101.20.212,0,42789.45081,42789.472030000004,1,B278,English,USA,2,2,1,2,5,3,2,2,5,61985.0,71786.0,Very easy to read,Incorrect,Very confident,1,It wont ever reach the following 'If statements' use either if else if...else.  / Or use a switch statement on Switch 
r2p3s2,1,R_2PnfZERCOWapK2E,Default Response Set,Anonymous,nan,nan,130.101.20.212,0,42789.45081,42789.472030000004,1,B278,English,USA,2,2,1,2,5,3,2,2,5,354335.0,90367.0,Difficult to read,Incorrect,Somewhat confident,1,nan
r1p4s4,0,R_2PnfZERCOWapK2E,Default Response Set,Anonymous,nan,nan,130.101.20.212,0,42789.45081,42789.472030000004,1,B278,English,USA,2,2,1,2,5,3,2,2,5,104761.0,27045.0,Difficult to read,Incorrect,Neutral,0,nan
r2p4s3,0,R_2PnfZERCOWapK2E,Default Response Set,Anonymous,nan,nan,130.101.20.212,0,42789.45081,42789.472030000004,1,B278,English,USA,2,2,1,2,5,3,2,2,5,120618.0,78214.0,Easy to read,Incorrect,Somewhat confident,0,nan
r1p1s2,1,R_2TY4fbIMWZl51wN,Default Response Set,Anonymous,nan,nan,181.61.111.142,0,42642.84128,42642.87203,1,B6,Spanish,Colombia,2,2,1,2,3,4,3,3,5,294627.0,77826.0,Difficult to read,Correct,Not very confident,1,nan
r2p1s4,0,R_2TY4fbIMWZl51wN,Default Response Set,Anonymous,nan,nan,181.61.111.142,0,42642.84128,42642.87203,1,B6,Spanish,Colombia,2,2,1,2,3,4,3,3,5,141112.0,39878.0,Neutral,Correct,Somewhat confident,0,nan
r1p2s1,1,R_2TY4fbIMWZl51wN,Default Response Set,Anonymous,nan,nan,181.61.111.142,0,42642.84128,42642.87203,1,B6,Spanish,Colombia,2,2,1,2,3,4,3,3,5,57198.0,41822.0,Easy to read,Incorrect,Somewhat confident,1,nan
r2p2s1,1,R_2TY4fbIMWZl51wN,Default Response Set,Anonymous,nan,nan,181.61.111.142,0,42642.84128,42642.87203,1,B6,Spanish,Colombia,2,2,1,2,3,4,3,3,5,456203.0,52289.0,Difficult to read,Correct,Somewhat confident,1,nan
r1p3s4,0,R_2TY4fbIMWZl51wN,Default Response Set,Anonymous,nan,nan,181.61.111.142,0,42642.84128,42642.87203,1,B6,Spanish,Colombia,2,2,1,2,3,4,3,3,5,110569.0,71407.0,Neutral,Incorrect,Somewhat confident,0,nan
r2p3s3,0,R_2TY4fbIMWZl51wN,Default Response Set,Anonymous,nan,nan,181.61.111.142,0,42642.84128,42642.87203,1,B6,Spanish,Colombia,2,2,1,2,3,4,3,3,5,112617.0,115727.0,Easy to read,Incorrect,Neutral,1,nan
r1p4s3,0,R_2TY4fbIMWZl51wN,Default Response Set,Anonymous,nan,nan,181.61.111.142,0,42642.84128,42642.87203,1,B6,Spanish,Colombia,2,2,1,2,3,4,3,3,5,77737.0,24228.0,Very easy to read,Incorrect,Very confident,0,nan
r2p4s2,1,R_2TY4fbIMWZl51wN,Default Response Set,Anonymous,nan,nan,181.61.111.142,0,42642.84128,42642.87203,1,B6,Spanish,Colombia,2,2,1,2,3,4,3,3,5,164117.0,44645.0,Neutral,Correct,Somewhat confident,1,nan
r1p1s2,1,R_2aVrUDWxkrcn2Bx,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42668.55525,42668.607130000004,0,B31,Spanish,Colombia,2,2,1,2,3,4,2,2,7,289069.0,51947.0,Difficult to read,Correct,Somewhat confident,1,nan
r2p1s4,0,R_2aVrUDWxkrcn2Bx,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42668.55525,42668.607130000004,0,B31,Spanish,Colombia,2,2,1,2,3,4,2,2,7,514356.0,18407.0,Neutral,Incorrect,Somewhat confident,0,nan
r1p2s1,1,R_2aVrUDWxkrcn2Bx,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42668.55525,42668.607130000004,0,B31,Spanish,Colombia,2,2,1,2,3,4,2,2,7,170123.0,23053.0,Neutral,Correct,Somewhat confident,1,nan
r2p2s1,1,R_2aVrUDWxkrcn2Bx,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42668.55525,42668.607130000004,0,B31,Spanish,Colombia,2,2,1,2,3,4,2,2,7,1172516.0,40343.0,Difficult to read,Correct,Neutral,1,nan
r1p3s4,0,R_2aVrUDWxkrcn2Bx,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42668.55525,42668.607130000004,0,B31,Spanish,Colombia,2,2,1,2,3,4,2,2,7,215256.0,314631.0,Easy to read,Correct,Somewhat confident,1,If the value of bmi entered in the function as a parameter is equal to 18.5 it does not return the correct result
r2p3s3,0,R_2aVrUDWxkrcn2Bx,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42668.55525,42668.607130000004,0,B31,Spanish,Colombia,2,2,1,2,3,4,2,2,7,131404.0,153334.0,Neutral,Incorrect,Somewhat confident,1,If the function receives an array of integers that contains at least a number less than or equal to 0 the method will never end
r1p4s3,0,R_2aVrUDWxkrcn2Bx,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42668.55525,42668.607130000004,0,B31,Spanish,Colombia,2,2,1,2,3,4,2,2,7,56363.0,232905.0,Very easy to read,Correct,Somewhat confident,1,If the first number received in the function is equal to 0 the variable count is incremented by indicating that there is a positive number when it should not increase knowing that positive numbers are strictly greater than 0
r2p4s2,1,R_2aVrUDWxkrcn2Bx,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42668.55525,42668.607130000004,0,B31,Spanish,Colombia,2,2,1,2,3,4,2,2,7,272942.0,103820.0,Difficult to read,Correct,Somewhat confident,1,nan
r1p1s2,1,R_1jet9MrTn1tzNQ7,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55047,42683.57917,1,B75,Spanish,Colombia,2,2,1,2,4,3,1,2,5,81413.0,32765.0,Easy to read,Correct,Neutral,0,TheLargest is not initialized.
r2p1s4,0,R_1jet9MrTn1tzNQ7,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55047,42683.57917,1,B75,Spanish,Colombia,2,2,1,2,4,3,1,2,5,146961.0,67190.0,Difficult to read,Correct,Not very confident,0,nan
r1p2s1,1,R_1jet9MrTn1tzNQ7,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55047,42683.57917,1,B75,Spanish,Colombia,2,2,1,2,4,3,1,2,5,83646.0,31643.0,Easy to read,Correct,Somewhat confident,1,nan
r2p2s1,1,R_1jet9MrTn1tzNQ7,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55047,42683.57917,1,B75,Spanish,Colombia,2,2,1,2,4,3,1,2,5,211218.0,121330.0,Difficult to read,Correct,Not very confident,0,The way you go through the string to verify may cause errors because it exceeds the size
r1p3s4,0,R_1jet9MrTn1tzNQ7,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55047,42683.57917,1,B75,Spanish,Colombia,2,2,1,2,4,3,1,2,5,97528.0,47078.0,Neutral,Correct,Neutral,1,As explained above it fails when the value is 18.5
r2p3s3,0,R_1jet9MrTn1tzNQ7,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55047,42683.57917,1,B75,Spanish,Colombia,2,2,1,2,4,3,1,2,5,237682.0,50198.0,Easy to read,Incorrect,Neutral,0,nan
r1p4s3,0,R_1jet9MrTn1tzNQ7,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55047,42683.57917,1,B75,Spanish,Colombia,2,2,1,2,4,3,1,2,5,120209.0,18058.0,Easy to read,Incorrect,Somewhat confident,0,nan
r2p4s2,1,R_1jet9MrTn1tzNQ7,Default Response Set,Anonymous,nan,nan,168.176.239.35,0,42683.55047,42683.57917,1,B75,Spanish,Colombia,2,2,1,2,4,3,1,2,5,135140.0,47210.0,Neutral,Incorrect,Neutral,1,nan
r1p1s2,1,R_BJnecXoo3wMaBCp,Default Response Set,Anonymous,nan,nan,191.95.244.191,0,42700.3691,42700.3999,1,B106,Spanish,Colombia,2,2,1,2,4,5,4,3,7,85736.0,103461.0,Very easy to read,Correct,Somewhat confident,1,nan
r2p1s4,0,R_BJnecXoo3wMaBCp,Default Response Set,Anonymous,nan,nan,191.95.244.191,0,42700.3691,42700.3999,1,B106,Spanish,Colombia,2,2,1,2,4,5,4,3,7,190524.0,55768.0,Easy to read,Correct,Very confident,0,nan
r1p2s1,1,R_BJnecXoo3wMaBCp,Default Response Set,Anonymous,nan,nan,191.95.244.191,0,42700.3691,42700.3999,1,B106,Spanish,Colombia,2,2,1,2,4,5,4,3,7,106712.0,39327.0,Very difficult to read,Correct,Very confident,1,nan
r2p2s1,1,R_BJnecXoo3wMaBCp,Default Response Set,Anonymous,nan,nan,191.95.244.191,0,42700.3691,42700.3999,1,B106,Spanish,Colombia,2,2,1,2,4,5,4,3,7,156544.0,90217.0,Very easy to read,Correct,Very confident,1,nan
r1p3s4,0,R_BJnecXoo3wMaBCp,Default Response Set,Anonymous,nan,nan,191.95.244.191,0,42700.3691,42700.3999,1,B106,Spanish,Colombia,2,2,1,2,4,5,4,3,7,131987.0,25709.0,Very difficult to read,Incorrect,Very confident,0,nan
r2p3s3,0,R_BJnecXoo3wMaBCp,Default Response Set,Anonymous,nan,nan,191.95.244.191,0,42700.3691,42700.3999,1,B106,Spanish,Colombia,2,2,1,2,4,5,4,3,7,52264.0,74458.0,Very easy to read,Correct,Very confident,0,nan
r1p4s3,0,R_BJnecXoo3wMaBCp,Default Response Set,Anonymous,nan,nan,191.95.244.191,0,42700.3691,42700.3999,1,B106,Spanish,Colombia,2,2,1,2,4,5,4,3,7,64454.0,43364.0,Very easy to read,Incorrect,Very confident,0,nan
r2p4s2,1,R_BJnecXoo3wMaBCp,Default Response Set,Anonymous,nan,nan,191.95.244.191,0,42700.3691,42700.3999,1,B106,Spanish,Colombia,2,2,1,2,4,5,4,3,7,71562.0,120476.0,Very easy to read,Correct,Very confident,1,nan
r1p1s2,1,R_ULRzshmyx3h3RM5,Default Response Set,Anonymous,nan,nan,181.58.106.252,0,42715.5397,42715.56493,1,B155,Spanish,Colombia,2,1,2,1,4,3,4,2,9,134379.0,48073.0,Neutral,Correct,Somewhat confident,1,nan
r2p1s4,0,R_ULRzshmyx3h3RM5,Default Response Set,Anonymous,nan,nan,181.58.106.252,0,42715.5397,42715.56493,1,B155,Spanish,Colombia,2,1,2,1,4,3,4,2,9,61265.0,55765.0,Easy to read,Incorrect,Somewhat confident,0,nan
r1p2s1,1,R_ULRzshmyx3h3RM5,Default Response Set,Anonymous,nan,nan,181.58.106.252,0,42715.5397,42715.56493,1,B155,Spanish,Colombia,2,1,2,1,4,3,4,2,9,45301.0,28163.0,Easy to read,Correct,Neutral,1,nan
r2p2s1,1,R_ULRzshmyx3h3RM5,Default Response Set,Anonymous,nan,nan,181.58.106.252,0,42715.5397,42715.56493,1,B155,Spanish,Colombia,2,1,2,1,4,3,4,2,9,27661.0,85039.0,Easy to read,Correct,Neutral,1,nan
r1p3s4,0,R_ULRzshmyx3h3RM5,Default Response Set,Anonymous,nan,nan,181.58.106.252,0,42715.5397,42715.56493,1,B155,Spanish,Colombia,2,1,2,1,4,3,4,2,9,86468.0,29631.0,Easy to read,Incorrect,Not very confident,0,nan
r2p3s3,0,R_ULRzshmyx3h3RM5,Default Response Set,Anonymous,nan,nan,181.58.106.252,0,42715.5397,42715.56493,1,B155,Spanish,Colombia,2,1,2,1,4,3,4,2,9,35150.0,147994.0,Easy to read,Correct,Somewhat confident,0,nan
r1p4s3,0,R_ULRzshmyx3h3RM5,Default Response Set,Anonymous,nan,nan,181.58.106.252,0,42715.5397,42715.56493,1,B155,Spanish,Colombia,2,1,2,1,4,3,4,2,9,37670.0,39960.0,Easy to read,Incorrect,Very confident,0,nan
r2p4s2,1,R_ULRzshmyx3h3RM5,Default Response Set,Anonymous,nan,nan,181.58.106.252,0,42715.5397,42715.56493,1,B155,Spanish,Colombia,2,1,2,1,4,3,4,2,9,41059.0,435132.0,Easy to read,Correct,Somewhat confident,1,nan
r1p1s2,1,R_1H6JTO45tH0nJuY,Default Response Set,Anonymous,nan,nan,186.118.71.203,0,42728.303510000005,42728.31968,1,B237,Spanish,Colombia,2,2,2,2,3,3,3,2,8,52023.0,59280.0,Very easy to read,Incorrect,Very confident,1,nan
r2p1s4,0,R_1H6JTO45tH0nJuY,Default Response Set,Anonymous,nan,nan,186.118.71.203,0,42728.303510000005,42728.31968,1,B237,Spanish,Colombia,2,2,2,2,3,3,3,2,8,151404.0,58602.0,Difficult to read,Correct,Somewhat confident,0,nan
r1p2s1,1,R_1H6JTO45tH0nJuY,Default Response Set,Anonymous,nan,nan,186.118.71.203,0,42728.303510000005,42728.31968,1,B237,Spanish,Colombia,2,2,2,2,3,3,3,2,8,80969.0,88956.0,Very easy to read,Correct,Not very confident,1,nan
r2p2s1,1,R_1H6JTO45tH0nJuY,Default Response Set,Anonymous,nan,nan,186.118.71.203,0,42728.303510000005,42728.31968,1,B237,Spanish,Colombia,2,2,2,2,3,3,3,2,8,85329.0,59212.0,Difficult to read,Incorrect,Somewhat confident,1,nan
r1p3s4,0,R_1H6JTO45tH0nJuY,Default Response Set,Anonymous,nan,nan,186.118.71.203,0,42728.303510000005,42728.31968,1,B237,Spanish,Colombia,2,2,2,2,3,3,3,2,8,106448.0,29724.0,Easy to read,Correct,Very confident,0,nan
r2p3s3,0,R_1H6JTO45tH0nJuY,Default Response Set,Anonymous,nan,nan,186.118.71.203,0,42728.303510000005,42728.31968,1,B237,Spanish,Colombia,2,2,2,2,3,3,3,2,8,55555.0,49333.0,Easy to read,Incorrect,Somewhat confident,0,nan
r1p4s3,0,R_1H6JTO45tH0nJuY,Default Response Set,Anonymous,nan,nan,186.118.71.203,0,42728.303510000005,42728.31968,1,B237,Spanish,Colombia,2,2,2,2,3,3,3,2,8,28906.0,89731.0,Very easy to read,Correct,Very confident,0,nan
r2p4s2,1,R_1H6JTO45tH0nJuY,Default Response Set,Anonymous,nan,nan,186.118.71.203,0,42728.303510000005,42728.31968,1,B237,Spanish,Colombia,2,2,2,2,3,3,3,2,8,105970.0,59258.0,Easy to read,Incorrect,Somewhat confident,1,nan
r1p1s2,1,R_21jmSHiMBK4VmxP,Default Response Set,Anonymous,nan,nan,71.229.6.76,0,42735.53769,42736.65628,1,B195,Spanish,USA,2,2,2,1,5,5,4,4,5,154894.0,46533.0,Difficult to read,Incorrect,Somewhat confident,0,The method will fail if the largest number is NumberOne
r2p1s4,0,R_21jmSHiMBK4VmxP,Default Response Set,Anonymous,nan,nan,71.229.6.76,0,42735.53769,42736.65628,1,B195,Spanish,USA,2,2,2,1,5,5,4,4,5,135682.0,24493.0,Easy to read,Incorrect,Somewhat confident,0,nan
r1p2s1,1,R_21jmSHiMBK4VmxP,Default Response Set,Anonymous,nan,nan,71.229.6.76,0,42735.53769,42736.65628,1,B195,Spanish,USA,2,2,2,1,5,5,4,4,5,79298.0,30819.0,Very easy to read,Correct,Very confident,1,nan
r2p2s1,1,R_21jmSHiMBK4VmxP,Default Response Set,Anonymous,nan,nan,71.229.6.76,0,42735.53769,42736.65628,1,B195,Spanish,USA,2,2,2,1,5,5,4,4,5,352371.0,30443.0,Difficult to read,Incorrect,Somewhat confident,1,nan
r1p3s4,0,R_21jmSHiMBK4VmxP,Default Response Set,Anonymous,nan,nan,71.229.6.76,0,42735.53769,42736.65628,1,B195,Spanish,USA,2,2,2,1,5,5,4,4,5,50704.0,9420.0,Difficult to read,Incorrect,Somewhat confident,0,nan
r2p3s3,0,R_21jmSHiMBK4VmxP,Default Response Set,Anonymous,nan,nan,71.229.6.76,0,42735.53769,42736.65628,1,B195,Spanish,USA,2,2,2,1,5,5,4,4,5,87841.0,99188.0,Easy to read,Incorrect,Very confident,1,The method enters an infinite loop if the array contains at least one non-positive number — including zeros.
r1p4s3,0,R_21jmSHiMBK4VmxP,Default Response Set,Anonymous,nan,nan,71.229.6.76,0,42735.53769,42736.65628,1,B195,Spanish,USA,2,2,2,1,5,5,4,4,5,16715.0,11401.0,Very easy to read,Incorrect,Very confident,0,nan
r2p4s2,1,R_21jmSHiMBK4VmxP,Default Response Set,Anonymous,nan,nan,71.229.6.76,0,42735.53769,42736.65628,1,B195,Spanish,USA,2,2,2,1,5,5,4,4,5,81253.0,181267.0,Easy to read,Correct,Somewhat confident,0,The method increases the index twice whenever the letter is not the target letter.
r1p1s2,1,R_2BbOFckMo2iRsPf,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54321,42774.573319999996,1,B348,Spanish,Colombia,2,2,1,2,3,3,1,2,5,62236.0,199887.0,Very easy to read,Incorrect,Neutral,0,the validation should be less or equal
r2p1s4,0,R_2BbOFckMo2iRsPf,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54321,42774.573319999996,1,B348,Spanish,Colombia,2,2,1,2,3,3,1,2,5,169010.0,229536.0,Easy to read,Correct,Somewhat confident,1,When validating the answer in the options shown by the code as an answer one is redundant.
r1p2s1,1,R_2BbOFckMo2iRsPf,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54321,42774.573319999996,1,B348,Spanish,Colombia,2,2,1,2,3,3,1,2,5,136979.0,136334.0,Very easy to read,Correct,Very confident,1,nan
r2p2s1,1,R_2BbOFckMo2iRsPf,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54321,42774.573319999996,1,B348,Spanish,Colombia,2,2,1,2,3,3,1,2,5,158308.0,53694.0,Easy to read,Correct,Very confident,1,nan
r1p3s4,0,R_2BbOFckMo2iRsPf,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54321,42774.573319999996,1,B348,Spanish,Colombia,2,2,1,2,3,3,1,2,5,154046.0,18647.0,Very easy to read,Incorrect,Very confident,0,nan
r2p3s3,0,R_2BbOFckMo2iRsPf,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54321,42774.573319999996,1,B348,Spanish,Colombia,2,2,1,2,3,3,1,2,5,79268.0,162850.0,Easy to read,Incorrect,Somewhat confident,1,the size of the array is not defined this makes it run infinitely
r1p4s3,0,R_2BbOFckMo2iRsPf,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54321,42774.573319999996,1,B348,Spanish,Colombia,2,2,1,2,3,3,1,2,5,75494.0,22051.0,Very easy to read,Incorrect,Very confident,0,nan
r2p4s2,1,R_2BbOFckMo2iRsPf,Default Response Set,Anonymous,nan,nan,168.176.55.16,0,42774.54321,42774.573319999996,1,B348,Spanish,Colombia,2,2,1,2,3,3,1,2,5,185804.0,98757.0,Easy to read,Incorrect,Neutral,1,nan
r1p1s2,1,R_yOwFOMiEuBdT1GF,Default Response Set,Anonymous,nan,nan,108.248.69.95,0,42784.378469999996,42784.40565,1,B248,English,USA,2,2,1,2,5,3,2,1,5,73447.0,120456.0,Easy to read,Incorrect,Neutral,1,nan
r2p1s4,0,R_yOwFOMiEuBdT1GF,Default Response Set,Anonymous,nan,nan,108.248.69.95,0,42784.378469999996,42784.40565,1,B248,English,USA,2,2,1,2,5,3,2,1,5,119190.0,52948.0,Neutral,Correct,Neutral,0,nan
r1p2s1,1,R_yOwFOMiEuBdT1GF,Default Response Set,Anonymous,nan,nan,108.248.69.95,0,42784.378469999996,42784.40565,1,B248,English,USA,2,2,1,2,5,3,2,1,5,85464.0,132967.0,Neutral,Correct,Not very confident,1,nan
r2p2s1,1,R_yOwFOMiEuBdT1GF,Default Response Set,Anonymous,nan,nan,108.248.69.95,0,42784.378469999996,42784.40565,1,B248,English,USA,2,2,1,2,5,3,2,1,5,306083.0,111367.0,Difficult to read,Correct,Not very confident,0,I'm not sure why repeat characters are not allowed. 
r1p3s4,0,R_yOwFOMiEuBdT1GF,Default Response Set,Anonymous,nan,nan,108.248.69.95,0,42784.378469999996,42784.40565,1,B248,English,USA,2,2,1,2,5,3,2,1,5,95137.0,18792.0,Easy to read,Correct,Very confident,0,nan
r2p3s3,0,R_yOwFOMiEuBdT1GF,Default Response Set,Anonymous,nan,nan,108.248.69.95,0,42784.378469999996,42784.40565,1,B248,English,USA,2,2,1,2,5,3,2,1,5,60732.0,105569.0,Easy to read,Correct,Not very confident,0,nan
r1p4s3,0,R_yOwFOMiEuBdT1GF,Default Response Set,Anonymous,nan,nan,108.248.69.95,0,42784.378469999996,42784.40565,1,B248,English,USA,2,2,1,2,5,3,2,1,5,44350.0,36609.0,Very easy to read,Incorrect,Somewhat confident,0,nan
r2p4s2,1,R_yOwFOMiEuBdT1GF,Default Response Set,Anonymous,nan,nan,108.248.69.95,0,42784.378469999996,42784.40565,1,B248,English,USA,2,2,1,2,5,3,2,1,5,81856.0,36151.0,Neutral,Incorrect,Not very confident,1,nan
r1p1s2,1,R_W6Uwfm9YeaVLZFn,Default Response Set,Anonymous,nan,nan,173.89.162.156,0,42788.710739999995,42788.743669999996,1,B261,English,USA,2,2,1,2,4,2,2,1,5,67943.0,244252.0,Easy to read,Incorrect,Very confident,1,nan
r2p1s4,0,R_W6Uwfm9YeaVLZFn,Default Response Set,Anonymous,nan,nan,173.89.162.156,0,42788.710739999995,42788.743669999996,1,B261,English,USA,2,2,1,2,4,2,2,1,5,249365.0,136483.0,Neutral,Correct,Very confident,1,In the explanation it says that the method will end when the user selects the correct answer.  The method does not actually do this.  It only ends if the user types 'q' or 'e' or types anything other than 'y' after they have answered the question.
r1p2s1,1,R_W6Uwfm9YeaVLZFn,Default Response Set,Anonymous,nan,nan,173.89.162.156,0,42788.710739999995,42788.743669999996,1,B261,English,USA,2,2,1,2,4,2,2,1,5,98908.0,95774.0,Very easy to read,Correct,Very confident,1,nan
r2p2s1,1,R_W6Uwfm9YeaVLZFn,Default Response Set,Anonymous,nan,nan,173.89.162.156,0,42788.710739999995,42788.743669999996,1,B261,English,USA,2,2,1,2,4,2,2,1,5,348325.0,34015.0,Difficult to read,Correct,Very confident,1,nan
r1p3s4,0,R_W6Uwfm9YeaVLZFn,Default Response Set,Anonymous,nan,nan,173.89.162.156,0,42788.710739999995,42788.743669999996,1,B261,English,USA,2,2,1,2,4,2,2,1,5,168613.0,30698.0,Neutral,Incorrect,Very confident,0,nan
r2p3s3,0,R_W6Uwfm9YeaVLZFn,Default Response Set,Anonymous,nan,nan,173.89.162.156,0,42788.710739999995,42788.743669999996,1,B261,English,USA,2,2,1,2,4,2,2,1,5,94257.0,112982.0,Easy to read,Incorrect,Very confident,1,The counter variable is only incremented when the number in the array is positive.  Therefore if the number in the array is negative or a 0 the method will run an infinite loop because the counter will never be incremented.  The counter should be incremented outside of the if statement.
